order_item_id,order_id,product_id,quantity
638,257,46,3
639,258,19,3
640,258,8,4
641,258,9,2
642,259,16,2
643,259,13,5
644,260,45,3
645,260,28,4
646,261,9,4
647,261,6,4
648,262,7,3
649,262,12,3
650,263,15,5
651,263,48,1
652,264,39,2
653,264,25,1
654,264,50,2
655,264,39,1
656,265,45,3
657,265,36,5
658,265,11,3
659,265,8,3
660,266,46,3
661,267,24,1
662,267,31,1
663,267,41,3
664,268,43,2
665,269,30,4
666,270,24,3
667,271,41,5
668,271,12,4
669,271,32,4
670,271,44,4
671,272,21,2
672,272,19,5
673,273,9,3
674,273,31,3
675,273,27,4
676,273,17,3
677,274,25,1
678,274,4,2
679,275,17,3
680,276,33,3
681,276,40,3
682,277,15,4
683,278,4,3
684,278,23,1
685,278,12,1
686,278,33,1
687,279,29,5
688,279,33,2
689,279,47,5
690,279,2,3
691,280,4,3
692,280,1,1
693,280,47,1
694,281,49,1
695,281,40,2
696,281,40,1
697,282,10,4
698,282,13,2
699,282,39,2
700,283,31,2
701,283,39,1
702,283,2,2
703,283,6,5
704,284,13,5
705,284,35,3
706,285,9,1
707,285,20,4
708,285,50,4
709,285,26,4
710,286,8,1
711,286,28,4
712,287,47,5
713,287,15,5
714,288,22,3
715,288,5,1
716,288,45,1
717,288,1,2
718,289,24,1
719,289,12,4
720,290,18,1
721,290,40,1
722,290,4,1
723,290,19,3
724,291,33,1
725,292,17,5
726,292,47,1
727,293,26,5
728,293,46,4
729,294,32,5
730,294,5,2
731,294,35,5
732,295,14,5
733,295,31,1
734,295,5,4
735,296,29,3
736,297,36,2
737,297,24,1
738,298,50,2
739,298,27,1
740,298,46,1
741,299,44,5
742,299,41,3
743,299,29,2
744,299,23,4
745,300,10,1
746,300,27,4
